content,labels
"ஸ்டாலின்: ""பொது சிவில் சட்டம் கொண்டு வரப்படும்!"" - அட தத்தி பயலே.. நீ படிச்சிட்டு இருக்கறது உன் ஓனர் பாஜக-வோட தேர்தல் அறிக்கைடா! #பேக்கரி_டீலிங்
🤭 #சங்கி_ஸ்டாலின் #மக்களின்_சின்னம்_மைக் 🎙️ ",Substantiated
"கம்யூனிஸ்ட் கட்சியை ஓடவிட்ட அண்ணன் சீமானின் தங்கை 

நான் தமிழர் கட்சிகாரி நான் பிரசாரித்துக்கு போவேன் கம்யூனிஸ்ட் காரன் போவயா?? 

நாகை அதிர்ந்தது. உயரும் நாம் தமிழர் செல்வாக்கு.....

#சீமானின்_சின்னம்_ஒலிவாங்கி ",Opinionated
"அரசியல் அதிகாரமற்ற தமிழினத்தின் உரிமை குரலாக ஓங்கி ஒலிக்க வாக்களிப்பீர் ஒலிவாங்கி (மைக்) சின்னத்திற்கு 
#சீமானின்_சின்னம்_ஒலிவாங்கி 
#NTK_Symbol_Mike
#ஒரு_வயசான_திருட்டுப்பய 
#NTK #mike #seeman
#சீமான் #நாம்தமிழர்கட்சி_சின்னம்_ஒலிவாங்கி
#திருடர்_முன்னேற்ற_கழகம் ",Opinionated
"#BREAKING | இந்தியா கூட்டணி ஆட்சிக்கு வந்தவுடன், தமிழ் நாட்டில் இருந்து நீட் தேர்வு ஒழிக்கப்படும்.

கல்வி மாநில உரிமை. 

#Rahul_Gandhi #MKStalin ",Positive
"6,10000 வாக்குகள் செல்லாத ஓட்டு. பகீர் கிளப்பிய நாம் தமிழர் கட்சி வேட்பாளர்.#ntk #ntkshorts #seeman #ntk #ntkshorts #seeman #election #election2024news #electionnews #electioncommission #electioncommissionofindia #electioncampaign #electioncandidate #jallikatturajesh ",Opinionated
"நகைக்கடன் தள்ளுபடி என்று கூறி தமிழ்நாட்டின் மகளிரை ஏமாற்றியவர்களை #ஒற்றைவிரலால்_ஓங்கிஅடிப்போம்!

#வாக்களிப்பீர்_இரட்டைஇலை🌱
#EPS #ADMK #ADMKITWING #PALANIWOMENWING #NAGALAKSHMI ",Opinionated
JAMAL ALIYAR  திருநங்கை  செமிலா  என்  போன் நம்பர்  கொடுத்துள்ளேன்   பேசவும்,None of the above
"இங்க போராடுன விவசாயிகளை
புடிச்சு உள்ள போடுறீங்க
அங்க கர்நாடகத்துல உங்களுக்கு இறுதி ஊர்வலம் எடுத்து செல்லும் இந்தஇழிவான அரசியல்வன்மையான கண்டனத்திற்குரியது!
#திருட்டு_திமுக
#சாத்தானின்_ஆட்சி
#DMKFailsTN
#சாதிவெறி_திராவிடம்
#சாதிவெறி_திமுக
#உபிஸ்பரிதாபங்கள்
#திராவிடமாடல்பரிதாபங்கள் ",Neutral
""" மகன் திருடனை விட அப்பா திருடனே மேல் ""

அப்பா திருடன் - கருணாநிதி
மகன் திருடன் - ஸ்டாலின்

மூன்றாவதாக பேரன் திருடன் தயாராகி கொண்டிருக்கிறார்.
😂

-செந்தமிழன் சீமான் 
தலைமை ஒருங்கிணைப்பாளர்

#seeman | #NTK |

#சீமானின்_சின்னம்_ஒலிவாங்கி
#NTK_Symbol_Mike
#Elections2024 ",Negative
"எடப்பாடி மைன்ட்வாய்ஸ்- அடுத்து நிலாவுலயும் நம்ம சமந்திக்கு ஒரு டெண்டர் கொடுத்து ஆட்டய போட்ற வேண்டியது தான்...

#EPStrolls #epsfails #EPSTeam #EPS #epstrollcomedy #trolleps #epstrolltoday #tamiltroll #edappadi #edappadinews #edappadispeech #political #PoliticalNews ",Sarcastic
"விஜய், தன் 3 கோடித் தொண்டர்களுக்கும் ரசிகர்களுக்கும் மைக் சின்னத்தில் வாக்களிக்க #சீமானின்_சின்னம்_ஒலிவாங்கி 👌👌🎙️🎙️🎙️🎙️🎙️🎙️🎙️🎙️🎙️🎙️🎙️🎙️🎙️🎙️ ",Negative
"பற்றவை புரட்சி தீயை 🔥

*#மக்களின்_சின்னம்_மைக்*

*#Mike_VoiceOfPeople*
__________________________________________________________________ ",Negative
"  🔴TREND ALERT📷 இன்று(13.04.2024) காலை 10 மணி முதல் 18.04.2024 வரைக்கும்  கீழ்கண்ட கொத்துக்குறியை தொடர்ச்சியாகப் பயன்படுத்தி பதிவுகள் செய்து உலகம் முழுவதும் கொண்டு செல்வோம்.  #மக்களின்_சின்னம்_மைக்
#Mike_VoiceOfPeople",Negative
"#BREAKING | அதிமுக குறித்து விமர்சனம் - அண்ணாமலைக்கு ஜெயக்குமார் பதிலடி!

#SunNews | #ADMK | #Theni ",Opinionated
"""ஸ்டாலின் திசை மாறி போய்க் கொண்டிருக்கிறார்""

 | #Mkstalin | #PMmodi | #Tamilisaisoundararajan | #Kalaignar  |  ",Substantiated
"""MP, அமைச்சர் பதவி... கோடி கோடியாக  கொட்டிக்கொடுக்க ரெடியாக இருந்த கட்சிகள்.."" - சீமான் ஸ்பீச்சை அசராமல் கேட்ட மக்கள்  



#ElectionCommission #LokSabhaElections2024 #NTK #Villupuram #Seeman #ElectionWithThanthiTV",Sarcastic
"மக்கள் Mind Voice : இவனுங்க வேற காமெடி பண்ணிக்கிட்டு..

#BJPFailsTN #AdmkFails #ADMK
#BJPFreezesIndianDemocracy
#NoVoteForBJP #BoycottBJP
#Notta #EllorumNammudan ",Sarcastic
வன காவலரின் ஆன்மா இன காவலர்களாகிய எங்களை வழி நடத்தி வெற்றி பெற செய்யும்🔥 இது உறுதி🇰🇬,Positive
" எங்கள் பகைவர் எங்கோ மறைந்தார் 
இங்குள்ள தமிழர்கள் ஒன்றாதல் கண்டே..🐯🐯

#NTK_Symbol_Mike 
#Mike_VoiceOfPeople 
#மக்களின்_சின்னம்_மைக் 🎙️ 🎙️ 🎙️",Positive
"பெரம்பலூர்  தொகுதி நாடாளுமன்ற  தேர்தல் வேட்பாளர்
இரா. தேன்மொழி வேட்பாளர் வரிசை எண் : 5
#Mike_VoiceOfPeople

#seemann #Seeman4TN #seemanquotes #seemanism 
#tamilnadupolitics #ntkgreenpolitics #ntk #NtkforTN #Ntkforchange 
#Naaamtamilarkatchi #naamthamilar #tamildesiyam ",Substantiated
"முதுகில் ஆக்சிஜன் சிலிண்டர் கட்டிக்கொண்டு தீவிர வாக்கு சேகரிப்பு!

#NTK #Seeman #NaamTamilarKatchi #Election2024 #ElectionCampaign #LokSabhaElection2024 #NewsTamil24x7 ",Sarcastic
